Season,Name,Tm,IP,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2019,Jason Adam,TOR,21.2,91,2.9077,15,4,0,8,7,1,10,1,3,18,0.2,0.307692307,0.293333333,0.265251536,11861
2019,Enderson Franco,SFG,5.1,20,3.375,4,1,0,2,2,1,1,0,0,4,0.210526315,0.25,0.421052631,0.279285878,11896
2019,Hanser Alberto,BAL,1,7,18,1,0,0,2,2,1,2,0,1,0,0.25,0.571428571,1,0.577049954,11902
2019,Michael Feliz,PIT,56,233,3.2143,40,6,1,22,20,10,26,1,2,73,0.197044334,0.293103448,0.384236453,0.289702473,11903
2019,Taylor Cole,LAA,44.1,196,5.0752,46,12,1,26,25,2,21,4,2,42,0.269005847,0.352040816,0.385964912,0.3132265,11964
2019,Nick Martini,OAK,1,5,0,0,0,0,0,0,0,2,0,0,1,0,0.4,0,0.27611928,12005
2019,Matt Andriese,ARI,70.2,310,4.7123,72,17,2,37,37,8,27,4,3,79,0.261818181,0.331168831,0.425454545,0.317186127,12022
2019,Brian Flynn,KCR,27.1,123,3.2927,30,6,0,11,10,2,17,2,1,19,0.3,0.4,0.42,0.350713339,12027
2019,Felipe Vazquez,PIT,60,236,1.65,43,9,1,12,11,5,13,0,4,90,0.197247706,0.254237288,0.316513761,0.24735809,12076
2019,Yimi Garcia,LAD,62.1,247,3.6096,40,9,1,28,25,15,14,2,6,66,0.177777777,0.243902439,0.426666666,0.275471546,12095
2019,Parker Markel,2 Tms,22,110,7.7727,26,7,0,21,19,6,17,1,3,24,0.288888888,0.418181818,0.566666666,0.409735974,12106
2019,Cody Allen,LAA,23,116,6.2609,24,6,1,16,16,9,20,0,0,29,0.255319148,0.382608695,0.627659574,0.409110057,12183
2019,Dan Winkler,ATL,21.2,93,4.9846,18,4,1,14,12,5,11,0,1,22,0.222222222,0.322580645,0.481481481,0.337233614,12237
2019,Aaron Brooks,2 Tms,28,111,2.8929,18,4,0,9,9,4,6,0,4,23,0.178217821,0.252252252,0.336633663,0.255311392,12272
2019,Evan Marshall,CHW,50.2,209,2.4868,42,8,0,16,14,5,24,2,0,41,0.228260869,0.315789473,0.353260869,0.289063984,12297
2019,Chris Bassitt,OAK,5,19,0,1,0,0,0,0,0,2,0,1,9,0.0625,0.210526315,0.0625,0.156285575,12304
2019,Jacob Barnes,2 Tms,31.2,152,6.821,34,6,1,27,24,6,19,1,0,29,0.259541984,0.34868421,0.458015267,0.338764169,12323
2019,Nick Tropeano,LAA,8.2,41,8.3077,12,1,0,8,8,5,3,0,1,7,0.324324324,0.390243902,0.756756756,0.461514854,12385
2019,Seth Lugo,NYM,80,314,2.7,56,10,1,28,24,8,16,4,5,104,0.192439862,0.246006389,0.316151202,0.237110641,12447
2019,Chasen Bradford,SEA,16.2,69,4.86,17,3,0,9,9,6,4,0,0,11,0.265625,0.304347826,0.59375,0.362395254,12452
2019,Drew Gagnon,NYM,23.2,117,8.3662,34,6,0,26,22,11,7,0,2,17,0.314814814,0.367521367,0.675925925,0.424690273,12545
2019,Blake Treinen,OAK,58.2,266,4.9091,58,9,0,33,32,9,37,1,1,59,0.256637168,0.36226415,0.415929203,0.336212691,12572
2019,Nick Ramirez,DET,79.2,348,4.0669,76,16,3,45,36,11,35,4,1,74,0.246753246,0.32276657,0.425324675,0.313437582,12575
2019,DJ Johnson,COL,25,116,5.04,23,5,1,14,14,1,19,2,3,24,0.247311827,0.391304347,0.354838709,0.330604998,12578
2019,Adam Morgan,PHI,29.2,120,3.9438,20,3,1,14,13,4,10,1,3,29,0.186915887,0.275,0.345794392,0.2667463,12580
2019,Mike Wright,2 Tms,29.1,147,7.9773,44,12,0,30,26,6,12,1,2,30,0.335877862,0.394557823,0.564885496,0.396429922,12586
2019,Nate Karns,BAL,1.1,8,0,3,0,0,0,0,0,0,0,1,0,0.428571428,0.5,0.428571428,0.416006207,12638
2019,Jerad Eickhoff,PHI,5,25,9,9,2,0,5,5,2,1,0,0,7,0.375,0.4,0.708333333,0.45402988,12664
2019,Roenis Elias,2 Tms,50,216,3.96,46,7,0,32,22,10,18,1,1,47,0.235897435,0.302325581,0.425641025,0.306471855,12673
2019,Ryne Harper,MIN,54.1,225,3.8098,54,11,1,25,23,7,10,0,1,50,0.257142857,0.290178571,0.419047619,0.297087612,12680
2019,Adrian Houser,MIL,30.2,115,1.4674,18,1,1,6,5,2,11,1,0,33,0.18,0.254385964,0.27,0.227453728,12718
2019,Rafael Montero,TEX,29,113,2.4828,23,3,1,8,8,5,5,0,2,34,0.216981132,0.265486725,0.405660377,0.282665056,12760
2019,Chris Devenski,HOU,67,287,4.8358,64,13,3,36,36,13,21,0,3,72,0.247104247,0.307692307,0.471042471,0.324153526,12763
2019,Jairo Diaz,COL,57.2,245,4.526,56,13,3,34,29,7,19,0,2,63,0.251121076,0.314285714,0.430493273,0.315231304,12774
2019,John Brebbia,STL,72.2,304,3.5917,59,12,1,31,29,6,27,2,3,87,0.216117216,0.292763157,0.333333333,0.271409666,12777
2019,Sam Gaviglio,TOR,95.2,392,4.6098,85,18,0,51,49,18,22,0,4,88,0.234806629,0.283887468,0.433701657,0.300475493,12778
2019,Taylor Davis,CHC,1,6,0,3,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.434805036,12782
2019,Burch Smith,2 Tms,21.1,106,5.4844,26,5,1,14,13,3,14,2,1,20,0.288888888,0.39047619,0.466666666,0.361331191,12784
2019,Cody Anderson,CLE,5,23,5.4,7,2,0,3,3,0,2,0,0,5,0.35,0.409090909,0.45,0.370998979,12799
2019,Noe Ramirez,LAA,59.1,245,3.6405,52,11,1,24,24,8,17,1,5,69,0.234234234,0.302040816,0.4009009,0.298758179,12800
2019,Matt Wisler,2 Tms,41.1,190,6.9677,52,12,1,34,32,10,15,0,0,53,0.300578034,0.354497354,0.554913294,0.376177266,12804
2019,Andrew Kittredge,TBR,38,155,3.3158,34,4,1,15,14,5,9,0,2,38,0.239436619,0.29032258,0.387323943,0.287839421,12828
2019,Shawn Armstrong,2 Tms,58,271,5.7414,66,13,1,38,37,8,29,1,4,63,0.282051282,0.366666666,0.448717948,0.346951697,12857
2019,Matt Barnes,BOS,64.1,285,3.7772,51,9,0,29,27,8,38,2,2,110,0.209876543,0.320422535,0.345679012,0.291922609,12863
2019,Danny Hultzen,CHC,3.1,18,0,4,0,0,0,0,0,2,0,1,5,0.266666666,0.388888888,0.266666666,0.309903118,12874
2019,Alex Claudio,MIL,62,267,4.0645,57,15,1,29,28,8,24,2,6,44,0.245689655,0.328301886,0.422413793,0.31746873,12890
2019,Ken Giles,TOR,53,208,1.8679,36,10,0,11,11,5,17,1,0,83,0.188481675,0.254807692,0.319371727,0.247202443,12910
2019,Archie Bradley,ARI,70.1,306,3.0711,62,15,2,26,24,5,34,2,5,85,0.235741444,0.332236842,0.365019011,0.302899744,12918
2019,Jose Osuna,PIT,2.1,9,3.8572,3,0,0,1,1,1,0,0,0,0,0.333333333,0.333333333,0.666666666,0.408750441,12937
2019,Gabriel Ynoa,BAL,46.1,201,5.0504,53,9,0,31,26,9,11,1,0,37,0.278947368,0.31840796,0.468421052,0.328725637,12938
2019,Joe Musgrove,PIT,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12970
2019,Joe Ross,WSN,19.1,103,11.1724,31,10,0,26,24,4,11,1,4,19,0.360465116,0.450980392,0.616279069,0.440475447,12972
2019,Andrew Chafin,ARI,52.2,225,3.7595,52,4,0,23,22,6,18,0,2,68,0.257425742,0.324324324,0.366336633,0.301312135,12988
2019,Colten Brewer,BOS,54.2,253,4.1159,59,12,1,26,25,6,34,1,2,52,0.276995305,0.376984126,0.427230046,0.345692769,12997
2019,Robby Scott,ARI,7.1,37,4.9091,8,3,0,4,4,1,7,0,0,9,0.275862068,0.416666666,0.48275862,0.386112713,13042
2019,Reymin Guduan,HOU,5.1,27,11.8126,8,1,0,7,7,3,4,0,0,6,0.363636363,0.444444444,0.818181818,0.491662961,13058
2019,Wei-Yin Chen,MIA,68.1,307,6.5854,87,20,2,54,50,15,18,2,5,63,0.310714285,0.360655737,0.557142857,0.378236692,13071
2019,Derek Law,TOR,56.2,265,4.4471,56,14,1,31,28,7,37,3,3,65,0.253393665,0.365019011,0.420814479,0.335898488,13133
2019,Kyle Crick,PIT,49,226,4.9592,41,6,1,30,27,10,35,1,7,61,0.224043715,0.367256637,0.431693989,0.344887389,13182
2019,Adalberto Mejia,3 Tms,31.1,145,6.6064,33,8,1,25,23,4,21,0,0,30,0.268292682,0.372413793,0.447154471,0.351096119,13188
2019,Joe Biagini,2 Tms,64.2,281,4.5928,71,15,1,35,33,14,26,3,1,60,0.280632411,0.35,0.513833992,0.358059785,13194
2019,Ross Stripling,LAD,20.2,88,3.0484,19,6,1,10,7,1,6,0,1,22,0.2375,0.295454545,0.375,0.286309781,13273
2019,Matt Carasiti,SEA,5.1,20,0,2,1,0,0,0,0,3,0,0,5,0.125,0.25,0.1875,0.207858503,13276
2019,Jesse Hahn,KCR,4.2,27,13.4999,7,2,0,7,7,1,6,1,0,7,0.333333333,0.481481481,0.571428571,0.434722919,13287
2019,Jake Barrett,NYY,3.2,19,14.7271,6,2,0,6,6,2,2,0,0,4,0.352941176,0.421052631,0.823529411,0.496432367,13322
2019,James Pazos,COL,10.1,39,1.7419,7,1,0,2,2,1,4,1,0,10,0.2,0.282051282,0.314285714,0.251977478,13323
2019,Adrian Sampson,TEX,46.2,206,5.0143,51,17,1,27,26,7,17,1,3,34,0.277173913,0.344660194,0.494565217,0.349274902,13339
2019,Luis Cessa,NYY,81,343,4.1111,75,13,1,42,37,14,31,1,3,75,0.245901639,0.317784256,0.432786885,0.316483674,13345
2019,Hoby Milner,TBR,3.2,17,7.3636,4,3,0,3,3,0,1,0,1,3,0.266666666,0.352941176,0.466666666,0.348771993,13346
2019,Luke Maile,TOR,2,8,0,1,0,0,0,0,0,0,0,1,3,0.142857142,0.25,0.142857142,0.19860369,13355
2019,Cam Bedrosian,LAA,54.1,230,3.3129,44,5,2,28,20,6,19,0,3,56,0.212560386,0.286956521,0.342995169,0.273955637,13360
2019,Steven Matz,NYM,1,6,0,3,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.434805036,13361
2019,Brady Rodgers,HOU,5,25,16.2,7,1,0,9,9,4,3,0,0,4,0.318181818,0.4,0.909090909,0.511396618,13393
2019,Dylan Floro,LAD,46.2,201,4.2429,46,8,1,25,22,4,14,5,2,42,0.252747252,0.311557788,0.373626373,0.285405818,13394
2019,Sam Selman,SFG,10.1,44,4.3549,6,1,0,5,5,2,6,0,2,10,0.171428571,0.325581395,0.371428571,0.308948636,13397
2019,Felix Pena,LAA,67.2,283,4.2562,55,12,0,35,32,11,23,0,2,77,0.214007782,0.282685512,0.389105058,0.286493557,13403
2019,Matt Koch,ARI,20.2,96,9.1451,29,8,0,21,21,8,4,0,5,9,0.333333333,0.395833333,0.701149425,0.44699807,13420
2019,Drew VerHagen,DET,38.1,167,5.8696,42,8,1,25,25,5,17,1,3,29,0.287671232,0.371257485,0.458904109,0.35247903,13424
2019,Mike Morin,2 Tms,50.2,210,4.6184,46,10,0,29,26,6,10,0,4,26,0.238341968,0.288461538,0.383419689,0.286884706,13442
2019,Taylor Rogers,MIN,69,278,2.6087,58,9,0,20,20,8,11,2,6,90,0.224806201,0.272727272,0.352713178,0.266110888,13449
2019,Lucas Sims,CIN,26.1,110,3.4177,17,2,1,10,10,5,15,0,1,40,0.180851063,0.3,0.382978723,0.296001802,13470
2019,Daniel Norris,DET,8.1,38,4.32,11,2,0,4,4,3,3,0,0,4,0.323529411,0.378378378,0.647058823,0.42001317,13475
2019,Connor Sadzeck,SEA,23.2,107,2.662,18,4,0,10,7,3,15,1,2,27,0.2,0.327102803,0.344444444,0.295788561,13483
2019,Sam Tuivailala,SEA,21,86,2.5714,13,3,1,6,6,1,9,0,2,26,0.175675675,0.279069767,0.283783783,0.252634284,13485
2019,Tom Murphy,SEA,3,11,6,1,1,0,2,2,0,1,0,0,2,0.125,0.181818181,0.25,0.173360326,13499
2019,Brandon Brennan,SEA,47.1,196,4.5634,34,8,0,25,24,6,24,4,0,47,0.201183431,0.295918367,0.355029585,0.273795268,13527
2019,Matt Bowman,CIN,32,137,3.6563,27,8,0,15,13,2,13,3,0,25,0.221311475,0.291970802,0.336065573,0.263423462,13528
2019,Roman Quinn,PHI,3.1,19,8.1001,7,1,0,3,3,0,3,1,0,1,0.4375,0.526315789,0.5,0.434162345,13546
2019,Richard Rodriguez,PIT,65.1,285,3.7194,65,5,0,30,27,14,23,3,2,63,0.251937984,0.316901408,0.434108527,0.31488707,13549
2019,Jose Peraza,CIN,1.1,4,0,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.217402518,13593
2019,Robert Stephenson,CIN,64.2,262,3.7577,43,15,2,30,27,9,24,4,0,81,0.182203389,0.25670498,0.377118644,0.262074517,13594
2019,Humberto Arteaga,KCR,1.2,8,5.3999,2,0,0,1,1,1,1,0,0,0,0.285714285,0.375,0.714285714,0.437430263,13595
2019,Carl Edwards Jr.,2 Tms,17,78,8.4706,12,1,0,17,16,3,13,0,1,19,0.19047619,0.333333333,0.349206349,0.303656968,13607
2019,Taylor Guerrieri,TEX,26.1,123,5.8101,26,4,3,19,17,3,22,0,2,27,0.262626262,0.406504065,0.454545454,0.372447716,13616
2019,Josh D. Smith,2 Tms,12.2,64,6.3948,11,4,1,9,9,0,11,2,3,14,0.224489795,0.390625,0.346938775,0.322317408,13629
2019,Clay Holmes,PIT,50,240,5.58,45,9,1,36,31,5,36,1,9,56,0.231958762,0.376569037,0.365979381,0.331505828,13649
2019,Tayler Scott,2 Tms,15,83,13.2,29,4,0,24,22,6,7,0,4,13,0.402777777,0.48192771,0.708333333,0.490788206,13652
2019,Corey Oswalt,NYM,6.2,34,12.1499,9,4,0,9,9,1,6,1,0,5,0.321428571,0.44117647,0.571428571,0.416246262,13677
2019,John Gant,STL,66.1,269,3.6633,51,11,1,29,27,4,34,1,0,60,0.217021276,0.31598513,0.323404255,0.28315919,13684
2019,Nick Goody,CLE,40.2,173,3.541,30,5,1,18,16,7,22,1,0,50,0.201342281,0.300578034,0.389261744,0.293422746,13685
2019,Sal Romano,CIN,16.1,77,7.7143,22,8,0,14,14,4,8,1,1,16,0.328358208,0.402597402,0.626865671,0.417616658,13690
2019,Robert Gsellman,NYM,63.2,277,4.6649,64,18,1,36,33,7,23,2,6,60,0.261224489,0.336956521,0.428571428,0.324315659,13696
2019,Jake Faria,2 Tms,18.2,95,6.75,28,7,0,15,14,5,12,0,1,19,0.345679012,0.431578947,0.61728395,0.432956693,13699
2019,Kyle Barraclough,2 Tms,33.2,164,5.6139,38,7,0,24,21,9,21,2,2,40,0.273381294,0.374233128,0.517985611,0.370546512,13713
2019,Jacob Stallings,PIT,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13723
2019,Max Fried,ATL,5.1,19,0,1,0,0,0,0,0,3,0,0,5,0.066666666,0.210526315,0.066666666,0.154763404,13743
2019,Tyler Duffey,MIN,57.2,238,2.4971,44,6,0,23,16,8,14,1,3,82,0.200913242,0.257383966,0.337899543,0.254390254,13758
2019,Chris Stratton,2 Tms,53,233,4.9245,61,17,1,32,29,9,19,1,0,52,0.286384976,0.343347639,0.502347417,0.351983798,13761
2019,Dominic Leone,STL,40.2,180,5.5328,39,9,0,28,25,9,22,2,0,46,0.25,0.340782122,0.48076923,0.341658579,13763
2019,Roberto Osuna,HOU,65,252,2.6308,45,5,1,20,19,8,12,0,2,73,0.189873417,0.234126984,0.320675105,0.237335485,13764
2019,JT Chargois,LAD,21.1,88,6.3281,21,4,1,16,15,4,5,2,2,28,0.272727272,0.318181818,0.506493506,0.326726353,13767
2019,Zach Eflin,PHI,5.2,22,1.5882,3,1,0,1,1,1,3,0,0,7,0.157894736,0.272727272,0.368421052,0.277122904,13774
2019,Daniel Stumpf,DET,29,135,4.3448,35,6,1,18,14,5,15,1,0,28,0.301724137,0.373134328,0.5,0.362344986,13780
2019,Matt Strahm,SDP,33,134,3.2727,31,5,0,12,12,3,5,2,2,37,0.246031746,0.285714285,0.357142857,0.270322852,13799
2019,Austin Adams,2 Tms,30.1,121,3.2637,17,5,0,11,11,3,14,0,1,51,0.161904761,0.264462809,0.295238095,0.248857961,13801
2019,Walker Lockett,NYM,5.1,26,10.1251,10,0,0,6,6,3,1,0,0,3,0.4,0.423076923,0.76,0.484468084,13804
2019,Kevin Plawecki,CLE,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13807
2019,Alec Mills,CHC,16,65,2.8125,12,1,1,5,5,3,5,0,2,16,0.206896551,0.292307692,0.413793103,0.300638192,13834
2019,Paul Sewald,NYM,19.2,80,4.5763,18,6,0,10,10,3,3,0,1,22,0.243243243,0.278481012,0.445945945,0.300445551,13892
2019,Chris Flexen,NYM,9.1,46,4.8214,8,5,0,6,5,1,9,1,0,10,0.216216216,0.369565217,0.432432432,0.339654811,13896
2019,Scott Oberg,COL,56,223,2.25,39,2,1,18,14,5,23,2,0,58,0.195979899,0.278026905,0.291457286,0.249385473,13911
2019,Brent Suter,MIL,18.1,65,0.4909,10,2,1,1,1,1,1,0,0,15,0.15625,0.169230769,0.265625,0.181689822,13942
2019,Tim Peterson,NYM,7.1,35,4.9091,7,1,0,4,4,1,7,1,1,3,0.259259259,0.428571428,0.407407407,0.363684065,13946
2019,Ryan Dull,3 Tms,12.2,71,12.7895,25,10,0,19,18,5,7,0,1,15,0.409836065,0.471428571,0.819672131,0.515881865,13974
2019,Ryan Garton,SEA,3,14,12,4,1,0,4,4,2,1,0,0,1,0.307692307,0.357142857,0.846153846,0.475402951,14016
2019,Michael Wacha,STL,12.2,59,5.6842,19,3,0,8,8,4,4,0,0,12,0.351851851,0.396551724,0.629629629,0.42421802,14078
2019,Branden Kline,BAL,41,183,5.9268,44,10,0,28,27,9,19,0,1,34,0.275,0.35359116,0.50625,0.360207709,14101
2019,Kevin Gausman,CIN,20.1,82,3.0984,18,4,0,8,7,2,5,1,1,27,0.24,0.296296296,0.373333333,0.283268279,14107
2019,Jose Rondon,CHW,1,5,0,2,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.347844028,14140
2019,Daniel Robertson,TBR,1,3,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.289870024,14145
2019,Chris Mazza,NYM,16.1,74,5.5102,21,9,1,10,10,0,5,0,4,11,0.328125,0.405405405,0.5,0.383420044,14151
2019,Kyle Zimmer,KCR,18.1,102,10.8,28,8,1,22,22,2,19,0,0,18,0.337349397,0.460784313,0.530120481,0.421965127,14169
2019,Josh Hader,MIL,75.2,289,2.6167,41,7,2,24,22,15,20,2,4,138,0.154716981,0.224913494,0.366037735,0.24652722,14212
2019,Ray Black,2 Tms,16,70,5.0625,14,0,1,9,9,5,9,0,1,18,0.233333333,0.342857142,0.516666666,0.358792402,14244
2019,Brian Johnson,BOS,17.1,85,7.2692,21,10,1,14,14,3,12,3,0,16,0.291666666,0.392857142,0.583333333,0.392768208,14272
2019,Luke Bard,LAA,46,186,4.8913,38,5,0,26,25,8,13,1,4,37,0.226190476,0.295698924,0.398809523,0.294596246,14288
2019,Wandy Peralta,2 Tms,39.2,172,5.6723,40,6,0,25,25,11,16,3,2,32,0.264900662,0.337209302,0.523178807,0.349397702,14295
2019,Joel Payamps,ARI,4,17,4.5,4,0,0,2,2,0,3,0,0,3,0.307692307,0.4375,0.307692307,0.34683343,14332
2019,Williams Jerez,2 Tms,10.1,48,4.3548,12,2,1,5,5,2,9,0,0,9,0.307692307,0.4375,0.564102564,0.419611832,14338
2019,Caleb Frare,CHW,2.2,14,10.1249,2,0,0,3,3,1,4,0,0,3,0.2,0.428571428,0.5,0.397881193,14353
2019,Ty Blach,SFG,6.1,36,14.2106,14,2,0,10,10,2,4,0,0,3,0.4375,0.5,0.6875,0.493602554,14361
2019,Amir Garrett,CIN,56,246,3.2143,44,9,0,22,20,7,35,1,4,78,0.212560386,0.337398373,0.357487922,0.307031934,14375
2019,Wei-Chung Wang,2 Tms,31,129,3.7742,27,5,0,13,13,4,14,0,1,18,0.238938053,0.325581395,0.38938053,0.309130525,14382
2019,Yohander Mendez,TEX,4.2,21,5.7857,4,0,0,3,3,2,5,0,0,8,0.25,0.428571428,0.625,0.431894229,14391
2019,Adam Conley,MIA,60.2,283,6.5275,76,17,3,45,44,10,29,6,3,53,0.307692307,0.385714285,0.522267206,0.374825823,14457
2019,Matt Ramsey,LAA,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14460
2019,J.B. Wendelken,OAK,32.2,131,3.5816,21,6,1,14,13,2,9,2,2,34,0.177966101,0.246153846,0.296610169,0.229796268,14506
2019,Randy Rosario,2 Tms,14.1,63,4.3953,15,4,0,9,7,2,5,0,0,13,0.258620689,0.317460317,0.431034482,0.31783668,14508
2019,Dereck Rodriguez,SFG,20.2,92,6.5322,23,6,0,15,15,3,7,0,1,15,0.273809523,0.336956521,0.452380952,0.33526567,14509
2019,Thyago Vieira,CHW,7,37,9,11,1,0,8,7,0,5,0,0,8,0.34375,0.432432432,0.375,0.361196138,14510
2019,Jose Leclerc,TEX,65,282,4.4308,48,16,1,33,32,7,37,1,6,96,0.205128205,0.326164874,0.371794871,0.304349251,14524
2019,Jorge Lopez,KCR,37.1,162,5.7857,42,5,1,27,24,6,11,0,0,38,0.283783783,0.327160493,0.452702702,0.326735355,14527
2019,Carlos Estevez,COL,72,308,3.75,70,20,0,34,30,12,23,1,1,81,0.25,0.306188925,0.45,0.31555123,14542
2019,Jose Ruiz,CHW,38.1,190,5.8696,53,10,0,27,25,6,24,2,2,34,0.333333333,0.422459893,0.509433962,0.392456372,14552
2019,James Hoyt,CLE,8.1,32,2.16,6,0,1,2,2,2,2,0,0,10,0.2,0.25,0.466666666,0.29367217,14605
2019,Rowan Wick,CHC,33.1,140,2.43,22,6,0,13,9,0,16,1,3,35,0.183333333,0.294964028,0.233333333,0.24439047,14646
2019,Chi Chi Gonzalez,COL,5,22,3.6,3,0,1,4,2,1,2,0,0,8,0.15,0.227272727,0.4,0.259943431,14663
2019,Jandel Gustave,SFG,24.1,99,2.9589,18,4,0,11,8,1,9,0,0,14,0.209302325,0.275510204,0.290697674,0.248202144,14665
2019,Dillon Maples,CHC,11.2,54,5.4,6,0,0,7,7,2,10,0,4,18,0.15,0.37037037,0.3,0.317358662,14672
2019,Duane Underwood Jr.,CHC,11.2,51,5.4,13,4,1,7,7,2,3,0,1,13,0.276595744,0.333333333,0.531914893,0.358480762,14677
2019,Luis Perdomo,SDP,68.2,284,4.1942,67,12,1,33,32,6,18,1,2,55,0.25572519,0.308510638,0.377862595,0.294238415,14682
2019,Keone Kela,PIT,29.2,119,2.1236,19,9,0,7,7,3,11,0,1,33,0.177570093,0.260504201,0.345794392,0.261918993,14696
2019,Anthony Banda,TBR,4,18,6.75,6,4,0,3,3,0,0,0,0,2,0.333333333,0.333333333,0.555555555,0.366993427,14706
2019,Brady Lail,NYY,2.2,10,10.1249,2,0,0,3,3,1,1,0,0,2,0.222222222,0.3,0.555555555,0.34994421,14707
2019,Edwin Diaz,NYM,58,254,5.5862,58,10,0,36,36,15,22,3,4,99,0.257777777,0.33201581,0.502222222,0.343797349,14710
2019,Ty Buttrey,LAA,72.1,309,3.9816,69,10,1,34,32,8,23,0,5,84,0.247311827,0.313915857,0.376344086,0.2982699,14719
2019,Jose Manuel Fernandez,DET,3.2,23,17.1817,6,2,0,8,7,1,5,1,1,2,0.375,0.52173913,0.6875,0.475550321,14733
2019,Paul Blackburn,OAK,8,39,9,14,3,1,9,8,2,1,0,0,4,0.378378378,0.394736842,0.675675675,0.439612047,14739
2019,Tyler Olson,CLE,30.2,140,4.4022,34,10,0,15,15,3,16,2,2,28,0.280991735,0.371428571,0.438016528,0.343113627,14741
2019,Wes Parsons,2 Tms,34.2,157,5.4519,32,3,1,24,21,6,29,2,2,26,0.264462809,0.406451612,0.454545454,0.366170759,14764
2019,Julio Urias,LAD,49.1,200,2.0068,33,3,0,15,11,4,19,1,3,48,0.186440677,0.275,0.27118644,0.244226227,14765
2019,Emilio Pagan,TBR,70,267,2.3143,45,6,3,19,18,12,13,1,1,96,0.178571428,0.220973782,0.369047619,0.244492043,14771
2019,Ryan Eades,2 Tms,11.1,50,2.3823,11,3,0,3,3,2,6,0,1,10,0.255813953,0.36,0.465116279,0.352154658,14808
2019,Kyle Farmer,CIN,1.1,5,0,1,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.173922014,14813
2019,Buck Farmer,DET,65.2,279,3.7005,60,13,3,31,27,8,23,2,5,69,0.24691358,0.32,0.423868312,0.312521202,14814
2019,Dylan Covey,CHW,9.2,52,5.5862,14,2,0,7,6,1,3,1,3,5,0.311111111,0.392156862,0.422222222,0.349536602,14825
2019,Michael Lorenzen,CIN,83.1,343,2.916,68,12,1,29,27,9,28,1,2,85,0.221498371,0.289085545,0.355048859,0.277110526,14843
2019,Joe Mantiply,NYY,3,14,9,3,0,1,3,3,1,2,0,0,2,0.25,0.357142857,0.666666666,0.408482535,14857
2019,Zack Godley,2 Tms,53,218,4.4151,44,9,1,26,26,9,20,0,3,40,0.226804123,0.30875576,0.422680412,0.311698997,14862
2019,Nick Rumbelow,SEA,1.1,9,27.0007,3,0,0,4,4,2,1,0,0,2,0.375,0.444444444,1.125,0.604330659,14867
2019,Taylor Williams,MIL,14.2,73,9.8182,22,4,0,17,16,1,7,2,2,15,0.34375,0.424657534,0.453125,0.372950655,14899
2019,Jon Gray,COL,0.1,4,0,0,0,0,0,0,0,3,2,0,0,0,0.75,0,0.3451491,14916
2019,Ben Lively,KCR,1,6,27,3,0,0,3,3,1,0,0,0,1,0.5,0.5,1,0.613125662,14932
2019,Rookie Davis,PIT,7.2,33,5.8695,8,2,0,5,5,2,3,0,0,8,0.275862068,0.34375,0.551724137,0.370679166,14962
2019,Reyes Moronta,SFG,56.2,246,2.8588,41,9,0,19,18,4,33,1,3,70,0.197115384,0.314285714,0.298076923,0.275837732,14966
2019,Victor Caratini,CHC,2,9,9,2,0,0,2,2,1,1,0,0,0,0.25,0.333333333,0.625,0.3888269,14968
2019,Tyler Webb,STL,55,221,3.7636,33,5,2,23,23,7,23,3,2,48,0.171875,0.264840182,0.328125,0.252245779,14974
2019,Giovanny Gallegos,STL,74,279,2.3108,44,10,1,19,19,9,16,2,3,93,0.169884169,0.225806451,0.32046332,0.230483568,14986
2019,Scott Barlow,KCR,70.1,310,4.2228,64,16,4,33,33,6,37,3,3,92,0.239700374,0.337662337,0.397003745,0.314402917,14993
2019,Yacksel Rios,2 Tms,13,65,6.9231,16,4,0,13,10,4,8,0,3,12,0.31372549,0.421875,0.62745098,0.425964396,15007
2019,Alex Reyes,STL,3,17,15,2,0,0,5,5,1,6,0,0,1,0.2,0.470588235,0.5,0.408878418,15015
2019,Victor Alcantara,DET,42.2,182,4.8516,45,10,0,25,23,8,15,0,2,24,0.276073619,0.342541436,0.484662576,0.347819383,15028
2019,Chase De Jong,MIN,1,9,36,3,0,0,4,4,1,3,0,0,0,0.5,0.666666666,1,0.638849841,15036
2019,Tim Mayza,TOR,51.1,227,4.9091,45,13,0,29,28,8,27,2,1,55,0.229591836,0.323008849,0.418367346,0.313304629,15042
2019,Lou Trivino,OAK,60,269,5.25,61,16,0,40,35,7,31,2,3,57,0.265217391,0.355805243,0.426086956,0.333074988,15043
2019,Trevor Gott,SFG,52.2,214,4.443,41,5,1,26,26,4,17,0,2,57,0.215789473,0.28169014,0.315789473,0.260572291,15046
